Date,Open,High,Low,Close,Adj Close,Volume
2016-07-06,null,null,null,null,null,null
2016-07-07,null,null,null,null,null,null
2016-07-08,1655.599976,1656.030029,1640.680054,1644.540039,1644.540039,119261600
2016-07-11,1645.839966,1656.489990,1645.489990,1653.869995,1653.869995,123865600
2016-07-12,1653.579956,1655.349976,1647.880005,1653.969971,1653.969971,116400500
2016-07-13,1653.510010,1660.390015,1652.069946,1660.390015,1660.390015,184278800
2016-07-14,1658.260010,1658.609985,1652.229980,1654.780029,1654.780029,134728300
2016-07-15,1660.459961,1668.400024,1659.400024,1668.400024,1668.400024,133700000
2016-07-18,1664.920044,1671.869995,1662.939941,1670.839966,1670.839966,94162900
2016-07-19,1671.599976,1674.579956,1666.430054,1670.550049,1670.550049,137590800
2016-07-20,1669.489990,1669.800049,1664.010010,1669.609985,1669.609985,95918100
2016-07-21,1661.359985,1663.989990,1657.540039,1657.540039,1657.540039,112763900
2016-07-22,1656.130005,1659.760010,1651.900024,1657.420044,1657.420044,94126600
2016-07-25,1657.640015,1668.260010,1657.469971,1668.260010,1668.260010,106918800
2016-07-26,1666.989990,1666.989990,1660.510010,1661.420044,1661.420044,102180000
2016-07-27,1661.800049,1664.760010,1659.239990,1663.560059,1663.560059,109402900
2016-07-28,1658.390015,1659.550049,1652.839966,1658.500000,1658.500000,123617900
2016-07-29,1657.989990,1662.060059,1653.260010,1653.260010,1653.260010,151156200
2016-08-01,1657.180054,1666.500000,1656.550049,1665.229980,1665.229980,140474100
2016-08-02,1664.310059,1665.170044,1657.780029,1660.229980,1660.229980,120755200
2016-08-03,1657.439941,1659.550049,1648.449951,1648.500000,1648.500000,99303900
2016-08-04,1651.650024,1655.290039,1651.369995,1655.290039,1655.290039,86234800
2016-08-05,1655.239990,1664.040039,1653.430054,1664.040039,1664.040039,126444400
2016-08-08,1666.339966,1672.680054,1664.589966,1672.680054,1672.680054,113079900
2016-08-09,1674.489990,1674.489990,1667.750000,1671.709961,1671.709961,122770300
2016-08-10,1668.869995,1673.560059,1666.510010,1673.030029,1673.030029,101520200
2016-08-11,1675.030029,1678.800049,1670.630005,1678.800049,1678.800049,102724300
2016-08-12,1681.109985,1685.560059,1679.949951,1684.150024,1684.150024,146136200
2016-08-15,1681.050049,1690.329956,1680.920044,1690.329956,1690.329956,118747600
2016-08-16,1683.939941,1700.709961,1683.760010,1699.890015,1699.890015,176110700
2016-08-17,1695.569946,1698.849976,1692.199951,1694.319946,1694.319946,114346500
2016-08-18,1692.989990,1694.869995,1690.439941,1694.869995,1694.869995,97039100
2016-08-19,1693.219971,1694.880005,1686.439941,1687.680054,1687.680054,77658800
2016-08-22,1682.939941,1691.069946,1682.589966,1691.069946,1691.069946,72893800
2016-08-23,1684.750000,1689.959961,1680.000000,1683.069946,1683.069946,113579000
2016-08-24,1680.170044,1684.390015,1678.930054,1682.060059,1682.060059,91047400
2016-08-25,1679.800049,1687.430054,1678.270020,1680.300049,1680.300049,129700200
2016-08-26,1675.410034,1683.380005,1673.869995,1683.089966,1683.089966,101754400
2016-08-29,1679.239990,1685.180054,1677.699951,1681.599976,1681.599976,96973300
2016-08-30,1686.619995,1688.000000,1675.729980,1678.060059,1678.060059,199325200
2016-09-01,1682.349976,1682.349976,1668.699951,1670.550049,1670.550049,171621700
2016-09-02,1674.599976,1675.390015,1668.869995,1671.790039,1671.790039,91430700
2016-09-05,1667.310059,1679.569946,1667.310059,1678.079956,1678.079956,81356400
2016-09-06,1674.680054,1689.920044,1673.099976,1689.920044,1689.920044,108535700
2016-09-07,1680.349976,1691.609985,1680.089966,1689.569946,1689.569946,102852900
2016-09-08,1691.530029,1692.119995,1686.369995,1691.380005,1691.380005,99787600
2016-09-09,1691.119995,1691.119995,1682.630005,1686.439941,1686.439941,83891300
2016-09-13,1680.270020,1682.410034,1672.239990,1677.180054,1677.180054,115796400
2016-09-14,1674.680054,1674.680054,1659.199951,1661.390015,1661.390015,130680500
2016-09-15,1660.089966,1663.319946,1650.900024,1652.989990,1652.989990,185080800
2016-09-19,1661.869995,1661.869995,1651.709961,1651.709961,1651.709961,100380900
2016-09-20,1656.910034,1656.910034,1645.180054,1655.780029,1655.780029,102978800
2016-09-21,1653.719971,1659.209961,1652.729980,1658.729980,1658.729980,112989400
2016-09-22,1661.229980,1670.339966,1661.209961,1669.660034,1669.660034,139306300
2016-09-23,1663.849976,1672.280029,1662.829956,1670.989990,1670.989990,113627600
2016-09-26,1669.520020,1671.459961,1665.410034,1669.500000,1669.500000,78108400
2016-09-27,1665.310059,1666.689941,1661.579956,1664.719971,1664.719971,121710600
2016-09-28,1664.770020,1671.069946,1663.880005,1664.959961,1664.959961,136113800
2016-09-29,1667.630005,1671.319946,1666.209961,1669.640015,1669.640015,116730200
2016-09-30,1667.229980,1669.849976,1652.550049,1652.550049,1652.550049,170936200
2016-10-04,1658.359985,1666.020020,1658.020020,1661.250000,1661.250000,153308900
2016-10-05,1663.430054,1664.250000,1656.280029,1662.920044,1662.920044,193390000
2016-10-06,1663.949951,1668.319946,1662.719971,1666.729980,1666.729980,140215200
2016-10-07,1668.939941,1670.300049,1661.589966,1665.380005,1665.380005,109487800
2016-10-10,1665.280029,1669.459961,1663.250000,1665.319946,1665.319946,83173500
2016-10-11,1664.890015,1672.339966,1664.790039,1668.719971,1668.719971,142238100
2016-10-12,1665.479980,1668.329956,1663.780029,1667.030029,1667.030029,115508400
2016-10-13,1667.300049,1669.339966,1660.040039,1665.020020,1665.020020,141415000
2016-10-14,1665.130005,1665.130005,1658.969971,1658.969971,1658.969971,105502400
2016-10-17,1661.130005,1661.130005,1653.709961,1653.709961,1653.709961,107024100
2016-10-18,1655.560059,1667.569946,1652.630005,1667.569946,1667.569946,136872900
2016-10-19,1667.250000,1670.930054,1664.910034,1668.270020,1668.270020,94819900
2016-10-20,1667.089966,1671.489990,1666.949951,1667.180054,1667.180054,85700600
2016-10-21,1668.030029,1671.569946,1663.969971,1669.979980,1669.979980,156315200
2016-10-24,1668.770020,1679.109985,1667.550049,1677.760010,1677.760010,112109800
2016-10-25,1677.439941,1679.000000,1673.180054,1677.430054,1677.430054,125314900
2016-10-26,1675.170044,1677.500000,1672.349976,1673.920044,1673.920044,109634900
2016-10-27,1673.949951,1674.199951,1666.250000,1669.030029,1669.030029,99229100
2016-10-28,1669.609985,1671.719971,1666.969971,1670.270020,1670.270020,103637000
2016-10-31,1676.829956,1676.829956,1664.739990,1672.459961,1672.459961,128941800
2016-11-01,1673.560059,1673.900024,1670.880005,1670.930054,1670.930054,94885800
2016-11-02,1669.810059,1669.810059,1656.500000,1659.599976,1659.599976,126962400
2016-11-03,1658.189941,1661.650024,1648.079956,1648.079956,1648.079956,141404100
2016-11-04,1646.339966,1651.319946,1643.949951,1648.239990,1648.239990,129416800
2016-11-07,1643.449951,1654.339966,1643.069946,1650.589966,1650.589966,111883200
2016-11-08,1653.439941,1663.819946,1653.000000,1663.819946,1663.819946,125510700
2016-11-09,1664.119995,1665.359985,1640.339966,1647.619995,1647.619995,171648100
2016-11-10,1652.369995,1664.270020,1652.369995,1652.739990,1652.739990,163106200
2016-11-11,1646.739990,1646.739990,1625.099976,1634.189941,1634.189941,225367000
2016-11-14,1628.430054,1629.050049,1614.109985,1616.640015,1616.640015,163136200
2016-11-15,1617.359985,1635.040039,1617.329956,1630.560059,1630.560059,139166400
2016-11-16,1633.030029,1637.400024,1624.310059,1627.630005,1627.630005,154177900
2016-11-17,1627.369995,1629.810059,1620.939941,1626.770020,1626.770020,112692200
2016-11-18,1624.160034,1626.520020,1617.699951,1623.800049,1623.800049,110258900
2016-11-21,1621.420044,1627.500000,1621.420044,1627.280029,1627.280029,86557300
2016-11-22,1628.150024,1632.709961,1627.569946,1629.319946,1629.319946,131797000
2016-11-23,1631.300049,1631.670044,1622.489990,1630.380005,1630.380005,119153900
2016-11-24,1629.369995,1629.880005,1623.609985,1624.209961,1624.209961,84091100
2016-11-25,1625.189941,1627.420044,1623.349976,1627.260010,1627.260010,77694000
2016-11-28,1625.369995,1630.630005,1623.619995,1628.660034,1628.660034,100750000
2016-11-29,1629.969971,1630.219971,1625.390015,1626.930054,1626.930054,134976200
2016-11-30,1627.569946,1628.500000,1616.079956,1619.119995,1619.119995,317186900
2016-12-01,1621.099976,1628.619995,1619.989990,1626.439941,1626.439941,141500800
2016-12-02,1627.510010,1632.229980,1626.380005,1628.959961,1628.959961,114948700
2016-12-05,1630.560059,1631.410034,1624.969971,1624.969971,1624.969971,100332900
2016-12-06,1624.170044,1629.729980,1624.020020,1629.729980,1629.729980,118499900
2016-12-07,1633.150024,1634.199951,1627.859985,1632.469971,1632.469971,106359300
2016-12-08,1639.390015,1643.750000,1636.089966,1643.750000,1643.750000,123075200
2016-12-09,1641.849976,1641.849976,1636.609985,1641.420044,1641.420044,103797900
2016-12-13,1651.449951,1651.449951,1641.930054,1645.280029,1645.280029,149375800
2016-12-14,1645.719971,1646.880005,1639.930054,1643.290039,1643.290039,128486700
2016-12-15,1635.739990,1638.790039,1629.859985,1636.989990,1636.989990,116385300
2016-12-16,1634.310059,1637.790039,1632.459961,1637.790039,1637.790039,153267300
2016-12-19,1631.729980,1636.550049,1630.339966,1634.300049,1634.300049,85847100
2016-12-20,1633.560059,1637.020020,1632.479980,1634.520020,1634.520020,85872600
2016-12-21,1638.819946,1639.489990,1629.589966,1629.589966,1629.589966,106117100
2016-12-22,1629.030029,1629.900024,1622.589966,1623.199951,1623.199951,77701900
2016-12-23,1622.089966,1623.930054,1616.540039,1617.150024,1617.150024,70339000
2016-12-27,1618.479980,1622.660034,1616.689941,1619.680054,1619.680054,62653500
2016-12-28,1620.890015,1630.300049,1619.089966,1630.300049,1630.300049,96275200
2016-12-29,1629.849976,1640.530029,1625.819946,1637.930054,1637.930054,90801900
2016-12-30,1637.449951,1641.729980,1630.030029,1641.729980,1641.729980,134642900
2017-01-02,null,null,null,null,null,null
2017-01-03,1636.939941,1637.560059,1630.670044,1635.530029,1635.530029,59213100
2017-01-04,1638.979980,1647.469971,1637.140015,1647.469971,1647.469971,101164700
2017-01-05,1647.989990,1659.819946,1647.989990,1659.819946,1659.819946,112396200
2017-01-06,1658.420044,1675.489990,1658.420044,1675.489990,1675.489990,138317600
2017-01-09,1675.329956,1675.689941,1667.900024,1667.900024,1667.900024,82499300
2017-01-10,1668.359985,1673.569946,1665.939941,1672.050049,1672.050049,142156900
2017-01-11,1672.800049,1675.589966,1671.229980,1675.209961,1675.209961,107994000
2017-01-12,1675.640015,1682.739990,1673.439941,1677.760010,1677.760010,155581100
2017-01-13,1677.680054,1679.640015,1672.500000,1672.500000,1672.500000,127270600
2017-01-16,1672.020020,1672.420044,1658.839966,1658.839966,1658.839966,117446200
2017-01-17,1660.300049,1664.900024,1659.010010,1663.030029,1663.030029,97857700
2017-01-18,1663.380005,1670.589966,1663.380005,1665.020020,1665.020020,91798300
2017-01-19,1666.900024,1667.229980,1658.359985,1666.510010,1666.510010,108728900
2017-01-20,1665.160034,1667.920044,1664.890015,1664.890015,1664.890015,97085900
2017-01-23,1665.920044,1674.619995,1664.349976,1671.310059,1671.310059,115006300
2017-01-24,1674.369995,1680.689941,1670.530029,1680.689941,1680.689941,150024800
2017-01-25,1683.459961,1684.790039,1681.099976,1683.930054,1683.930054,138223200
2017-01-26,1684.849976,1692.219971,1684.130005,1692.219971,1692.219971,133430800
2017-01-27,1695.640015,1695.719971,1684.969971,1686.359985,1686.359985,96155000
2017-01-31,1686.449951,1686.829956,1671.540039,1671.540039,1671.540039,125983400
2017-02-02,1670.400024,1678.760010,1667.680054,1673.479980,1673.479980,163820700
2017-02-03,1674.800049,1685.010010,1674.800049,1685.010010,1685.010010,131180600
2017-02-06,1686.069946,1691.239990,1684.630005,1691.239990,1691.239990,111417700
2017-02-07,1687.729980,1690.910034,1684.839966,1688.839966,1688.839966,109817600
2017-02-08,1687.140015,1690.800049,1686.030029,1688.500000,1688.500000,147374200
2017-02-10,1699.729980,1702.270020,1695.369995,1698.939941,1698.939941,170180600
2017-02-13,1701.140015,1710.410034,1700.969971,1710.239990,1710.239990,137985100
2017-02-14,1709.969971,1710.079956,1703.589966,1708.900024,1708.900024,147976400
2017-02-15,1708.089966,1713.469971,1707.239990,1709.790039,1709.790039,149880800
2017-02-16,1707.609985,1709.359985,1705.699951,1707.589966,1707.589966,143469200
2017-02-17,1705.810059,1711.750000,1705.790039,1707.680054,1707.680054,158163900
2017-02-20,1706.170044,1713.609985,1706.170044,1712.579956,1712.579956,109312900
2017-02-21,1712.949951,1719.760010,1706.089966,1706.550049,1706.550049,120071400
2017-02-22,1708.689941,1709.099976,1704.420044,1708.079956,1708.079956,161353800
2017-02-23,1709.540039,1710.069946,1702.540039,1704.479980,1704.479980,143358400
2017-02-24,1706.479980,1707.310059,1696.479980,1698.349976,1698.349976,162820200
2017-02-27,1697.900024,1705.489990,1693.839966,1693.839966,1693.839966,120573700
2017-02-28,1691.099976,1697.250000,1690.640015,1693.770020,1693.770020,194361900
2017-03-01,1694.640015,1701.130005,1692.329956,1697.689941,1697.689941,129213300
2017-03-02,1701.140015,1717.140015,1701.140015,1715.670044,1715.670044,165980200
2017-03-03,1714.530029,1716.030029,1704.329956,1708.380005,1708.380005,141545700
2017-03-06,1706.589966,1727.359985,1706.209961,1727.359985,1727.359985,155635500
2017-03-07,1727.650024,1734.069946,1725.020020,1728.660034,1728.660034,147705300
2017-03-08,1725.780029,1730.160034,1724.839966,1725.540039,1725.540039,114215900
2017-03-09,1723.209961,1724.400024,1717.420044,1717.420044,1717.420044,118112100
2017-03-10,1716.339966,1718.020020,1713.550049,1717.579956,1717.579956,133353600
2017-03-13,1716.750000,1722.250000,1715.349976,1721.920044,1721.920044,117930400
2017-03-14,1722.449951,1727.390015,1719.119995,1722.469971,1722.469971,156115200
2017-03-15,1717.170044,1719.270020,1713.920044,1717.359985,1717.359985,102386300
2017-03-16,1726.339966,1738.020020,1726.119995,1737.140015,1737.140015,246177900
2017-03-17,1742.380005,1752.099976,1739.650024,1745.199951,1745.199951,342009700
2017-03-20,1744.069946,1755.260010,1744.069946,1749.410034,1749.410034,142175300
2017-03-21,1749.420044,1757.989990,1748.819946,1754.670044,1754.670044,168795100
2017-03-22,1747.750000,1748.300049,1738.400024,1748.300049,1748.300049,169103100
2017-03-23,1750.660034,1753.760010,1747.000000,1747.000000,1747.000000,210526800
2017-03-24,1748.150024,1749.609985,1745.430054,1745.750000,1745.750000,133980900
2017-03-27,1745.079956,1750.349976,1744.329956,1744.949951,1744.949951,109115900
2017-03-28,1750.599976,1756.270020,1748.650024,1754.420044,1754.420044,133516200
2017-03-29,1757.459961,1759.760010,1747.160034,1750.410034,1750.410034,144723300
2017-03-30,1750.689941,1751.069946,1746.050049,1749.250000,1749.250000,140742200
2017-03-31,1746.959961,1748.189941,1740.089966,1740.089966,1740.089966,144814000
2017-04-03,1742.380005,1745.489990,1737.770020,1745.489990,1745.489990,106818000
2017-04-04,1745.030029,1747.189941,1742.849976,1747.189941,1747.189941,124737000
2017-04-05,1745.630005,1747.010010,1741.510010,1744.670044,1744.670044,137828500
2017-04-06,1744.810059,1744.810059,1738.829956,1739.560059,1739.560059,133091200
2017-04-07,1740.819946,1741.739990,1736.209961,1741.719971,1741.719971,172450400
2017-04-10,1739.729980,1741.680054,1736.719971,1739.520020,1739.520020,97855600
2017-04-11,1739.349976,1740.130005,1733.790039,1735.839966,1735.839966,108773400
2017-04-12,1735.829956,1744.079956,1735.060059,1744.079956,1744.079956,109087700
2017-04-13,1743.339966,1743.339966,1735.689941,1738.180054,1738.180054,136756200
2017-04-14,1736.650024,1736.880005,1730.510010,1730.989990,1730.989990,71964200
2017-04-17,1731.130005,1736.290039,1729.130005,1733.930054,1733.930054,82111200
2017-04-18,1735.550049,1741.510010,1735.310059,1740.599976,1740.599976,125251400
2017-04-19,1740.260010,1741.469971,1735.729980,1738.949951,1738.949951,118873000
2017-04-20,1737.900024,1743.560059,1736.400024,1741.609985,1741.609985,128158700
2017-04-21,1742.229980,1756.050049,1742.229980,1756.050049,1756.050049,143512100
2017-04-24,null,null,null,null,null,null
2017-04-25,1765.079956,1765.939941,1758.469971,1765.800049,1765.800049,181749900
2017-04-26,1767.780029,1769.680054,1764.619995,1768.920044,1768.920044,174020500
2017-04-27,1768.189941,1770.900024,1766.380005,1767.920044,1767.920044,140567200
2017-04-28,1767.979980,1772.209961,1765.569946,1768.060059,1768.060059,157934300
2017-05-02,1769.160034,1781.550049,1769.160034,1778.469971,1778.469971,170179400
2017-05-03,1778.880005,1784.790039,1770.060059,1772.510010,1772.510010,141273600
2017-05-04,1767.930054,1768.709961,1754.229980,1758.670044,1758.670044,121485600
2017-05-05,1758.829956,1763.920044,1757.540039,1762.739990,1762.739990,105637900
2017-05-08,1765.050049,1768.150024,1763.290039,1768.150024,1768.150024,80398300
2017-05-09,1768.459961,1770.430054,1765.140015,1766.560059,1766.560059,92887400
2017-05-11,1776.290039,1780.489990,1774.589966,1775.390015,1775.390015,192679200
2017-05-12,1776.930054,1778.640015,1773.150024,1775.869995,1775.869995,107483300
2017-05-15,1775.400024,1778.650024,1771.869995,1778.650024,1778.650024,109871400
2017-05-16,1785.030029,1787.540039,1773.089966,1778.150024,1778.150024,151151500
2017-05-17,1779.739990,1779.939941,1770.219971,1775.650024,1775.650024,117607100
