Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,6954.270020,6957.240234,6833.419922,6833.419922,6831.663086,0
2016-01-05,6823.919922,6863.750000,6785.720215,6835.129883,6833.372559,0
2016-01-06,6846.990234,6870.560059,6813.899902,6813.899902,6812.148438,0
2016-01-07,6823.370117,6823.370117,6618.879883,6618.879883,6617.178223,0
2016-01-08,6588.080078,6651.000000,6555.450195,6575.430176,6573.739746,133300
2016-01-11,6523.279785,6523.279785,6288.259766,6288.259766,6286.643066,0
2016-01-12,6322.870117,6433.750000,6322.870117,6330.549805,6328.922363,0
2016-01-13,6371.939941,6506.910156,6371.939941,6494.129883,6492.460449,0
2016-01-14,6395.870117,6433.700195,6346.000000,6408.759766,6407.112305,0
2016-01-15,6462.069824,6510.399902,6449.500000,6449.500000,6447.841797,106300
2016-01-18,6327.700195,6348.370117,6276.100098,6335.089844,6333.461426,0
2016-01-19,6348.029785,6376.250000,6311.660156,6357.049805,6355.415527,0
2016-01-20,6348.620117,6374.500000,6253.879883,6259.609863,6258.000488,0
2016-01-21,6212.410156,6213.879883,6084.279785,6084.279785,6082.715820,0
2016-01-22,6116.319824,6208.049805,6116.149902,6208.049805,6206.454102,283200
2016-01-25,6299.600098,6434.080078,6287.250000,6434.080078,6432.426270,0
2016-01-26,6317.240234,6362.669922,6258.879883,6311.600098,6309.977539,0
2016-01-27,6344.060059,6507.220215,6344.060059,6507.220215,6505.547363,0
2016-01-28,6495.569824,6564.660156,6447.609863,6563.379883,6561.692383,0
2016-01-29,6590.069824,6687.620117,6589.290039,6687.620117,6685.900879,240000
2016-02-01,6705.520020,6736.870117,6650.970215,6701.359863,6699.637207,0
2016-02-02,6619.680176,6653.120117,6619.680176,6642.450195,6640.742676,0
2016-02-03,6604.290039,6604.290039,6521.200195,6521.479980,6519.803711,0
2016-02-04,6553.629883,6652.830078,6553.629883,6652.830078,6651.119629,0
2016-02-05,6664.180176,6769.080078,6664.180176,6765.129883,6763.390625,212000
2016-02-09,6723.200195,6723.200195,6637.430176,6637.430176,6635.723633,0
2016-02-10,6609.790039,6637.479980,6550.120117,6637.479980,6635.773438,0
2016-02-11,6633.279785,6674.700195,6610.890137,6663.430176,6661.717285,142787800
