Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,4580.165039,4603.824219,4525.918945,4525.918945,4525.918945,21276600
2016-01-05,4527.431152,4594.340820,4527.003906,4557.821777,4557.821777,24364900
2016-01-06,4563.653809,4639.236816,4562.573242,4608.981934,4608.981934,29976300
2016-01-07,4573.692871,4577.636230,4530.448242,4530.448242,4530.448242,24018600
2016-01-08,4524.862793,4550.907227,4507.414063,4546.288086,4546.288086,23991300
2016-01-11,4515.501953,4517.937988,4459.787109,4465.482910,4465.482910,19983800
2016-01-12,4487.547852,4526.198242,4486.645020,4512.526855,4512.526855,23702200
2016-01-13,4535.878906,4559.509766,4533.681152,4537.179199,4537.179199,26689000
2016-01-14,4492.783203,4526.509766,4456.469238,4513.181152,4513.181152,36253200
2016-01-15,4518.980957,4542.101074,4516.131836,4523.976074,4523.976074,2249218200
2016-01-18,4491.321777,4503.862793,4471.243164,4481.275879,4481.275879,21081300
2016-01-19,4486.587891,4499.575195,4464.728027,4491.736816,4491.736816,23042100
2016-01-20,4477.147949,4491.118164,4427.984863,4427.984863,4427.984863,26395500
2016-01-21,4447.750977,4463.027832,4408.804199,4414.125977,4414.125977,24323700
2016-01-22,4446.421875,4456.744141,4421.056152,4456.744141,4456.744141,27603800
2016-01-25,4483.605957,4519.596191,4465.207031,4505.788086,4505.788086,28197300
2016-01-26,4489.692871,4517.368164,4483.287109,4510.467773,4510.467773,22989000
2016-01-27,4526.215820,4583.627930,4526.215820,4583.627930,4583.627930,36625500
2016-01-28,4582.716797,4608.397949,4579.501953,4602.829102,4602.829102,31734400
2016-01-29,4611.937988,4618.816895,4568.438965,4615.163086,4615.163086,35913800
2016-02-01,4620.151855,4625.428223,4559.886230,4624.634766,4624.634766,26818600
2016-02-02,4598.942871,4617.973145,4586.298828,4587.435059,4587.435059,30581900
2016-02-03,4553.126953,4596.107910,4545.140137,4596.107910,4596.107910,23645400
2016-02-04,4607.043945,4669.110840,4607.043945,4665.816895,4665.816895,32515500
2016-02-05,4674.605957,4798.945801,4673.987793,4798.945801,4798.945801,37635400
2016-02-09,4773.767090,4779.805176,4736.568848,4768.625000,4768.625000,22997900
2016-02-10,4748.536133,4782.939941,4726.007813,4732.482910,4732.482910,28910100
2016-02-11,4723.995117,4786.174805,4723.995117,4775.859863,4775.859863,36960300
2016-02-12,4757.708984,4771.340820,4710.538086,4714.393066,4714.393066,26882200
2016-02-15,4749.783203,4761.704102,4729.825195,4740.726074,4740.726074,32930700
2016-02-16,4745.992188,4770.005859,4726.591797,4745.003906,4745.003906,37203200
2016-02-17,4738.417969,4774.458008,4737.416992,4765.506836,4765.506836,43118200
2016-02-18,4784.043945,4803.608887,4760.236816,4778.793945,4778.793945,47306600
2016-02-19,4744.245117,4759.176758,4680.143066,4697.560059,4697.560059,34015700
2016-02-22,4701.409180,4715.620117,4682.381836,4708.620117,4708.620117,26863900
2016-02-23,4715.202148,4722.382813,4628.905762,4654.054199,4654.054199,35293100
2016-02-24,4643.824219,4673.819824,4627.644043,4657.722168,4657.722168,26851200
2016-02-25,4681.991211,4686.564941,4652.861816,4658.323242,4658.323242,31829200
2016-02-26,4695.816895,4736.526855,4691.424805,4733.148926,4733.148926,27831900
2016-02-29,4738.293945,4774.517090,4722.993164,4770.956055,4770.956055,26304100
2016-03-01,4760.235840,4781.258789,4758.881836,4779.984863,4779.984863,32028500
2016-03-02,4808.862793,4840.747070,4808.247070,4836.195801,4836.195801,34594900
2016-03-03,4848.905762,4868.254883,4812.857910,4844.039063,4844.039063,38870000
2016-03-04,4844.486816,4860.639160,4802.375000,4850.882813,4850.882813,45127100
2016-03-07,4860.208008,4870.275879,4821.460938,4831.575195,4831.575195,45624500
2016-03-08,4831.050781,4842.666992,4776.071777,4811.041992,4811.041992,40452100
2016-03-10,4791.684082,4798.383789,4761.380859,4793.203125,4793.203125,33233700
2016-03-11,4784.237793,4813.778809,4776.999023,4813.778809,4813.778809,31534700
2016-03-14,4839.029785,4878.195801,4835.272949,4877.530762,4877.530762,44561400
2016-03-15,4880.875000,4884.270020,4843.920898,4849.780762,4849.780762,44545000
2016-03-16,4848.606934,4861.440918,4837.583008,4861.440918,4861.440918,42292200
2016-03-17,4883.173828,4900.413086,4869.811035,4885.687988,4885.687988,49838900
2016-03-18,4889.895996,4908.259766,4858.584961,4885.708008,4885.708008,51103000
2016-03-21,4871.246094,4905.313965,4865.241211,4885.163086,4885.163086,37618600
2016-03-22,4870.895020,4886.423828,4833.704102,4856.106934,4856.106934,36051400
2016-03-23,4850.169922,4854.175781,4822.335938,4854.175781,4854.175781,42812300
2016-03-24,4836.623047,4849.895020,4817.720215,4827.086914,4827.086914,34571400
2016-03-28,4809.187012,4813.917969,4757.799805,4773.625977,4773.625977,29163800
